StartNode,Relationship,EndNode,Id
kelly51,GETS,149e#kelly51,62321
2638,IN_TYPE,Debate,62322
qkelley,GETS,1198e#qkelley,62323
1131,GIVES,1131e#durhamshannon,62324
83,GIVES,83e#foleyrobert,62325
theresa82,FOLLOWS,tonisexton,62326
valeriebates,GETS,1824e#valeriebates,62327
samuel19,FOLLOWS,carrolljennifer,62328
grantfrancis,GETS,2244e#grantfrancis,62329
fisherhaley,GOES_TO,1829,62330
mray,GOES_TO,2764,62331
578,GIVES,578e#lorirodriguez,62332
dyerhaley,FOLLOWS,hannahmatthews,62333
dickersonjoshua,GETS,2297e#dickersonjoshua,62334
2664,IN_TYPE,Debate,62335
yberry,GETS,1562e#yberry,62336
vincentmcneil,FOLLOWS,tsmith,62337
dicksonzachary,GOES_TO,2465,62338
2504,GIVES,2504e#vwilkerson,62339
michael29,GETS,2638e#michael29,62340
alejandro76,GOES_TO,2297,62341
johnmitchell,GETS,2532e#johnmitchell,62342
tayloralec,GETS,1248e#tayloralec,62343
johnsonautumn,GOES_TO,977,62344
2528,GIVES,2528e#jonathan32,62345
1315,GIVES,1315e#coloncody,62346
wkelly,GETS,774e#wkelly,62347
448,GIVES,448e#ashleycopeland,62348
michelle09,GETS,1705e#michelle09,62349
april95,GETS,2826e#april95,62350
richardsonoscar,GETS,2007e#richardsonoscar,62351
237,GIVES,237e#brian39,62352
qsmall,GOES_TO,2870,62353
jonesantonio,GETS,2148e#jonesantonio,62354
andrea20,FOLLOWS,jennifer75,62355
2417,GIVES,2417e#matthew98,62356
1612,GIVES,1612e#emilyjackson,62357
derek29,FOLLOWS,ritawolf,62358
hailey95,FOLLOWS,markfoster,62359
christopherthomas,GOES_TO,2512,62360
qpatel,GETS,1137e#qpatel,62361
389,GIVES,389e#lisa33,62362
larrywagner,FOLLOWS,ginajones,62363
rose96,GETS,2614e#rose96,62364
edwardtaylor,FOLLOWS,eterrell,62365
john46,GOES_TO,253,62366
1464q3,ASKED_IN,1464,62367
phicks,GOES_TO,1790,62368
johnwalsh,GOES_TO,1204,62369
2554q1,ASKED_IN,2554,62370
dbooker,GETS,2679e#dbooker,62371
43,GIVES,43e#james78,62372
debra55,GETS,2047e#debra55,62373
farrelljustin,GETS,898e#farrelljustin,62374
mpetty,GETS,2520e#mpetty,62375
mannsusan,GOES_TO,664,62376
834,IN_TYPE,Debate,62377
ptaylor,PRESENTS,1905,62378
justin29,GOES_TO,804,62379
2074,GIVES,2074e#raymondjermaine,62380
stuartgregory,GOES_TO,223,62381
smiller,PRESENTS,2567,62382
1713,GIVES,1713e#griffintyler,62383
2538,IN_TYPE,Roundtable,62384
1829,GIVES,1829e#nataliewillis,62385
emilymoreno,PRESENTS,2519,62386
edward86,FOLLOWS,amymccarthy,62387
ryan11,GOES_TO,108,62388
lisa22,GOES_TO,672,62389
1842,GIVES,1842e#williammooney,62390
sanchezdaniel,GOES_TO,1968,62391
michaeldonaldson,GOES_TO,2767,62392
1683,GIVES,1683e#iwilson,62393
1204,GIVES,1204e#ylynn,62394
2733,GIVES,2733e#browningalan,62395
lyonsmelinda,FOLLOWS,larsonandrea,62396
clarkmarvin,GOES_TO,704,62397
1870,GIVES,1870e#daniel92,62398
rtucker,GETS,2017e#rtucker,62399
hcherry,GOES_TO,1840,62400
1427,GIVES,1427e#rwright,62401
wheelermichelle,GOES_TO,1249,62402
nguyenholly,GETS,2487e#nguyenholly,62403
tracymcdowell,GETS,1990e#tracymcdowell,62404
lorrainetaylor,GETS,720e#lorrainetaylor,62405
1782,IN_TYPE,Roundtable,62406
george50,FOLLOWS,xgray,62407
2780,GIVES,2780e#theresa81,62408
rachel84,PRESENTS,611,62409
oyoung,FOLLOWS,cooperrachel,62410
41,GIVES,41e#stephaniegarcia,62411
amber47,FOLLOWS,kristina58,62412
davidchaney,GOES_TO,1892,62413
1284,GIVES,1284e#jonathonbates,62414
1793,GIVES,1793e#jason28,62415
1248,GIVES,1248e#pscott,62416
tammysosa,FOLLOWS,nsanders,62417
christopher23,GETS,1948e#christopher23,62418
flowerskimberly,GETS,2855e#flowerskimberly,62419
johnriley,GOES_TO,1670,62420
pamelacampbell,GOES_TO,2915,62421
2339,GIVES,2339e#kevinwilliams,62422
249,GIVES,249e#johnwalters,62423
smithmichael,GETS,2364e#smithmichael,62424
2286,GIVES,2286e#rogerschristopher,62425
jason75,FOLLOWS,derekmitchell,62426
hwilliams,GOES_TO,63,62427
weissbetty,GETS,1145e#weissbetty,62428
joshuapowell,FOLLOWS,debra95,62429
1302,GIVES,1302e#angela08,62430
irwinjeffrey,GOES_TO,2066,62431
3,GIVES,3e#davidwright,62432
1791,GIVES,1791e#thomaswilson,62433
pattersonashley,GETS,1331e#pattersonashley,62434
gkline,GETS,1378e#gkline,62435
2846,GIVES,2846e#ffuller,62436
2904,GIVES,2904e#jacquelinewood,62437
xhubbard,GETS,55e#xhubbard,62438
1098,GIVES,1098e#jonathan32,62439
john13,FOLLOWS,williamramos,62440
rebecca23,FOLLOWS,brownandrew,62441
wthompson,FOLLOWS,yevans,62442
1459,GIVES,1459e#clifford28,62443
kristygomez,PRESENTS,1298,62444
2628,GIVES,2628e#adam94,62445
jfisher,GETS,2798e#jfisher,62446
jbrown,FOLLOWS,william40,62447
266,GIVES,266e#ingramandrea,62448
jerome46,GOES_TO,1745,62449
melaniewilliams,GETS,2966e#melaniewilliams,62450
2566,GIVES,2566e#kelly05,62451
gmiller,GOES_TO,1198,62452
edwardburke,GETS,2571e#edwardburke,62453
odavis,PRESENTS,1940,62454
jacob15,FOLLOWS,zmorrison,62455
nguyensydney,GOES_TO,843,62456
hbryan,GOES_TO,2245,62457
wthompson,GETS,1448e#wthompson,62458
carolhart,GETS,2019e#carolhart,62459
stewartjulian,GETS,1612e#stewartjulian,62460
369,GIVES,369e#samanthathomas,62461
perezmichael,GOES_TO,792,62462
762,GIVES,762e#zacharyanderson,62463
daniel11,FOLLOWS,james61,62464
andre74,GOES_TO,1489,62465
huffsuzanne,GOES_TO,2313,62466
mannsusan,GOES_TO,2534,62467
frank29,GETS,2666e#frank29,62468
kimberlyflores,GETS,1392e#kimberlyflores,62469
aaron45,GETS,1711e#aaron45,62470
ann24,GETS,832e#ann24,62471
jonathan01,FOLLOWS,hannahmatthews,62472
ubennett,GOES_TO,2305,62473
2060,GIVES,2060e#cunninghamelizabeth,62474
mhenry,GOES_TO,522,62475
2054,GIVES,2054e#sarah85,62476
uzuniga,GOES_TO,264,62477
parker13,PRESENTS,1869,62478
carlaleon,PRESENTS,468,62479
hdavis,FOLLOWS,hurleybrian,62480
pallen,FOLLOWS,ggomez,62481
troywiggins,GETS,274e#troywiggins,62482
nicholas11,GOES_TO,2008,62483
1443,GIVES,1443e#kellicarlson,62484
gonzalezbenjamin,GOES_TO,2107,62485
2989,GIVES,2989e#meganspencer,62486
sbarrett,GOES_TO,232,62487
2436,GIVES,2436e#shelbyschneider,62488
smithroger,HOSTS,2856,62489
mitchellkevin,GETS,1914e#mitchellkevin,62490
kathleen42,GOES_TO,2239,62491
christinachang,FOLLOWS,tinasmith,62492
vhall,GETS,2369e#vhall,62493
299,GIVES,299e#abenson,62494
2013,GIVES,2013e#ymartin,62495
anna11,GETS,2842e#anna11,62496
406,GIVES,406e#colemanjohn,62497
penny25,GETS,2809e#penny25,62498
charles83,FOLLOWS,ypope,62499
garciatonya,GOES_TO,592,62500
egillespie,GETS,2881e#egillespie,62501
myerslisa,GOES_TO,132,62502
jessicabyrd,GETS,1409e#jessicabyrd,62503
1056,GIVES,1056e#boydmelissa,62504
wendymartin,GETS,1438e#wendymartin,62505
sarahcooper,GOES_TO,2605,62506
1131,IN_TYPE,Debate,62507
1304,GIVES,1304e#mark35,62508
1013,GIVES,1013e#gmcdaniel,62509
wardregina,PRESENTS,257,62510
peterbarnett,GOES_TO,733,62511
1991,GIVES,1991e#xmorgan,62512
1647,GIVES,1647e#ortiztodd,62513
91q2,ASKED_IN,91,62514
mlane,GETS,2192e#mlane,62515
478,GIVES,478e#connerlori,62516
2877,IN_TYPE,Talk,62517
thomas43,GETS,79e#thomas43,62518
brianhunt,GETS,926e#brianhunt,62519
kara40,GOES_TO,178,62520
1626,GIVES,1626e#jasonvasquez,62521
1499,GIVES,1499e#bryan17,62522
danielsstacy,GOES_TO,2011,62523
daniel15,GETS,438e#daniel15,62524
edwardsregina,GOES_TO,2406,62525
martin11,GOES_TO,2869,62526
priley,GETS,2429e#priley,62527
shouston,GOES_TO,2800,62528
sarah28,PRESENTS,2188,62529
ftaylor,GETS,2901e#ftaylor,62530
owalton,FOLLOWS,xbarber,62531
1048,GIVES,1048e#sean78,62532
cmarshall,FOLLOWS,samuel28,62533
elizabethwebb,GOES_TO,1672,62534
james21,GOES_TO,357,62535
xsmith,GETS,2269e#xsmith,62536
daniel16,PRESENTS,429,62537
mariotodd,GOES_TO,616,62538
856,GIVES,856e#rodriguezpamela,62539
hoovervictoria,GETS,1756e#hoovervictoria,62540
2825,GIVES,2825e#qsanders,62541
elizabeth07,GOES_TO,42,62542
iyoung,GETS,2959e#iyoung,62543
fordtabitha,FOLLOWS,makayla05,62544
charles77,GETS,2892e#charles77,62545
2062,GIVES,2062e#nicholaswhite,62546
werickson,GOES_TO,2068,62547
kimcourtney,GOES_TO,2414,62548
hayley62,GETS,2620e#hayley62,62549
vsimmons,GETS,1668e#vsimmons,62550
amyshepard,GOES_TO,372,62551
1477,GIVES,1477e#smithashley,62552
854,GIVES,854e#bdavis,62553
brandondawson,FOLLOWS,lopezjocelyn,62554
784,GIVES,784e#hartjoy,62555
qali,FOLLOWS,penacharles,62556
margaretrose,FOLLOWS,vperkins,62557
wrobinson,GETS,1223e#wrobinson,62558
1610,GIVES,1610e#nicholasarroyo,62559
roynathan,GETS,2914e#roynathan,62560
jodi31,GOES_TO,1448,62561
807,GIVES,807e#mckeelinda,62562
egallagher,GETS,2238e#egallagher,62563
574,GIVES,574e#michaelroberts,62564
qthomas,GETS,776e#qthomas,62565
1840,GIVES,1840e#pateldenise,62566
cruzjeffrey,FOLLOWS,jennifermartin,62567
riveramatthew,GETS,2951e#riveramatthew,62568
imaldonado,GOES_TO,507,62569
320,GIVES,320e#manningjonathan,62570
patriciacain,GETS,2250e#patriciacain,62571
dominique32,FOLLOWS,doylegeorge,62572
37,GIVES,37e#hughesbeth,62573
coreyfreeman,GETS,1736e#coreyfreeman,62574
629,GIVES,629e#amandaandrews,62575
robertjones,GETS,1595e#robertjones,62576
fsmith,GETS,1323e#fsmith,62577
davidgalvan,FOLLOWS,thompsonscott,62578
1739,GIVES,1739e#lhorne,62579
kimberly25,FOLLOWS,louis64,62580
nbrown,GETS,1912e#nbrown,62581
tyoung,GETS,211e#tyoung,62582
1372,GIVES,1372e#joseph19,62583
martinjoe,GETS,189e#martinjoe,62584
2900,GIVES,2900e#richardwagner,62585
webbjocelyn,FOLLOWS,vmathews,62586
james04,GOES_TO,831,62587
1541,GIVES,1541e#morgangonzalez,62588
2230q1,ASKED_IN,2230,62589
johnsonautumn,GETS,977e#johnsonautumn,62590
brownamanda,GETS,2189e#brownamanda,62591
dannywilliams,GOES_TO,2151,62592
1185,GIVES,1185e#griffinjoshua,62593
copelandaustin,GOES_TO,307,62594
eschneider,FOLLOWS,schwartzeric,62595
fsmith,GETS,2560e#fsmith,62596
1450,GIVES,1450e#lisa25,62597
aguirreterri,GETS,735e#aguirreterri,62598
curtis57,GETS,71e#curtis57,62599
ifrench,FOLLOWS,fletchermarissa,62600
1171,GIVES,1171e#christopher55,62601
jpatterson,GETS,2272e#jpatterson,62602
masonrose,GOES_TO,2374,62603
bmartinez,GETS,2976e#bmartinez,62604
lhaynes,GETS,649e#lhaynes,62605
1902,GIVES,1902e#justin43,62606
pbrown,GETS,2141e#pbrown,62607
lindalevy,FOLLOWS,michelle08,62608
markdoyle,GOES_TO,1707,62609
1371,GIVES,1371e#colinhodge,62610
843,GIVES,843e#emorgan,62611
154,GIVES,154e#dicksonzachary,62612
1920,GIVES,1920e#hughesbeth,62613
cwilson,PRESENTS,901,62614
adamsbarbara,GOES_TO,2103,62615
brittanyjohnston,GETS,1624e#brittanyjohnston,62616
bmann,FOLLOWS,debra95,62617
2578,GIVES,2578e#omarperez,62618
bradleylisa,GETS,164e#bradleylisa,62619
patelamanda,GOES_TO,2993,62620
1256,GIVES,1256e#anitalang,62621
kennedyscott,GETS,1277e#kennedyscott,62622
tapiaholly,GOES_TO,293,62623
392,GIVES,392e#jreese,62624
melindawashington,FOLLOWS,goodwinemily,62625
afuller,GOES_TO,659,62626
1704,GIVES,1704e#zthomas,62627
lmartinez,GOES_TO,1427,62628
melinda39,GETS,45e#melinda39,62629
87,GIVES,87e#bondthomas,62630
autumn13,GOES_TO,1066,62631
robert50,PRESENTS,2542,62632
1431,GIVES,1431e#andrew58,62633
carlsonmatthew,GOES_TO,1336,62634
2185,GIVES,2185e#janice02,62635
angelrusso,GETS,1217e#angelrusso,62636
1636,GIVES,1636e#maddoxjennifer,62637
zporter,GOES_TO,2085,62638
sarah00,GOES_TO,2914,62639
rshepherd,GETS,1215e#rshepherd,62640
matthew85,FOLLOWS,holly19,62641
curtiscoleman,PRESENTS,2702,62642
174,GIVES,174e#castillosophia,62643
herreradeborah,PRESENTS,1577,62644
yvincent,GOES_TO,1418,62645
francisco92,GETS,2840e#francisco92,62646
2780,GIVES,2780e#jacksonbriana,62647
hpowell,GETS,2089e#hpowell,62648
fdunn,PRESENTS,645,62649
kathleenperry,GETS,63e#kathleenperry,62650
smithkevin,GOES_TO,34,62651
1690,GIVES,1690e#edwardssamuel,62652
1857q2,ASKED_IN,1857,62653
haleycolleen,GETS,3000e#haleycolleen,62654
1650,GIVES,1650e#smithmichael,62655
836,GIVES,836e#ojames,62656
adrian61,FOLLOWS,ehopkins,62657
schmidtjocelyn,GETS,2308e#schmidtjocelyn,62658
664,GIVES,664e#julia54,62659
468q1,ASKED_IN,468,62660
victorking,GOES_TO,758,62661
martinangela,GOES_TO,2342,62662
rita29,GETS,1374e#rita29,62663
melissaroberts,FOLLOWS,jacqueline48,62664
ecook,GETS,2622e#ecook,62665
robinsonluis,GETS,2302e#robinsonluis,62666
roseronald,GETS,2531e#roseronald,62667
brandonmassey,GETS,1965e#brandonmassey,62668
nataliethomas,GOES_TO,1730,62669
2702,GIVES,2702e#kkeller,62670
martinezscott,GETS,1083e#martinezscott,62671
dnelson,GOES_TO,648,62672
palmermichelle,GOES_TO,1598,62673
owilson,GOES_TO,991,62674
darryl21,GETS,2872e#darryl21,62675
levisilva,GETS,188e#levisilva,62676
kevinbrown,GOES_TO,2581,62677
wsnyder,GOES_TO,1823,62678
nathan37,GETS,754e#nathan37,62679
valeriebates,GOES_TO,1070,62680
carolrodriguez,GETS,1356e#carolrodriguez,62681
1902,GIVES,1902e#kristen19,62682
bradfordstephen,FOLLOWS,andersonmarcus,62683
1900q1,ASKED_IN,1900,62684
2880,IN_TYPE,Roundtable,62685
gdavis,GETS,1301e#gdavis,62686
brownnicholas,FOLLOWS,erica54,62687
kimberlyburns,GOES_TO,1265,62688
julia41,GOES_TO,736,62689
mcclainjason,GOES_TO,2514,62690
krobinson,GOES_TO,1152,62691
tpatel,GETS,1324e#tpatel,62692
eandrews,GOES_TO,2910,62693
phillipdaugherty,GETS,442e#phillipdaugherty,62694
roseronald,GETS,299e#roseronald,62695
padilladustin,GETS,1475e#padilladustin,62696
jessicabyrd,GETS,262e#jessicabyrd,62697
2155,GIVES,2155e#bvincent,62698
2236,GIVES,2236e#juliefarmer,62699
russellamanda,GETS,1103e#russellamanda,62700
2081,GIVES,2081e#hodgeslynn,62701
mayowilliam,FOLLOWS,john41,62702
shieldskeith,GETS,2770e#shieldskeith,62703
craighunter,GOES_TO,261,62704
vbecker,FOLLOWS,cartermichael,62705
tonya02,GETS,1668e#tonya02,62706
1524,GIVES,1524e#leslie91,62707
natalieowen,GETS,739e#natalieowen,62708
gutierrezkimberly,FOLLOWS,mckinneykaren,62709
1351,GIVES,1351e#ecook,62710
806,IN_TYPE,Workshop,62711
rjefferson,GOES_TO,2061,62712
mstrong,FOLLOWS,pennywhitaker,62713
1176,GIVES,1176e#lisa85,62714
1058,GIVES,1058e#andrewthomas,62715
kristinawarren,FOLLOWS,mrobinson,62716
daniellehowell,GOES_TO,2022,62717
2373,GIVES,2373e#megan03,62718
1038,GIVES,1038e#vflores,62719
mckenziewilkinson,GETS,69e#mckenziewilkinson,62720
1493,GIVES,1493e#scottshaffer,62721
ttorres,PRESENTS,1577,62722
cthompson,GETS,2005e#cthompson,62723
jay06,GOES_TO,1008,62724
kellysoto,FOLLOWS,schaeferhaley,62725
deanmichael,GOES_TO,2276,62726
nicolewaters,GOES_TO,2236,62727
gordonstacey,GOES_TO,1740,62728
wgriffin,PRESENTS,866,62729
gregory33,GETS,1083e#gregory33,62730
miguel48,GETS,1147e#miguel48,62731
iwilliams,FOLLOWS,gpatel,62732
1547,GIVES,1547e#johnsonmark,62733
darrenallen,GETS,809e#darrenallen,62734
david82,GOES_TO,940,62735
397,GIVES,397e#ndominguez,62736
256,GIVES,256e#cruzwesley,62737
2629,GIVES,2629e#deborah74,62738
josephcox,GOES_TO,2841,62739
eileenvaldez,GETS,2590e#eileenvaldez,62740
mhall,GETS,1314e#mhall,62741
tracy29,GOES_TO,622,62742
emilyjackson,GETS,1750e#emilyjackson,62743
clopez,GETS,473e#clopez,62744
christine57,GOES_TO,2314,62745
brandon98,GOES_TO,504,62746
grichards,GETS,1032e#grichards,62747
1242,GIVES,1242e#jacqueline81,62748
mariaball,GETS,1768e#mariaball,62749
scott15,GETS,378e#scott15,62750
tbrock,GETS,2800e#tbrock,62751
joybrown,GOES_TO,680,62752
stevensonmichelle,GETS,236e#stevensonmichelle,62753
2609,GIVES,2609e#joneskimberly,62754
2519,IN_TYPE,Roundtable,62755
wuronald,FOLLOWS,brentramos,62756
samantha56,GOES_TO,735,62757
qmercado,GOES_TO,1492,62758
2982,GIVES,2982e#barbara24,62759
emilyjackson,GETS,785e#emilyjackson,62760
michael81,GETS,1929e#michael81,62761
john79,FOLLOWS,xgray,62762
kmartin,FOLLOWS,fhoward,62763
jennifer59,GETS,432e#jennifer59,62764
lloydjamie,FOLLOWS,markfoster,62765
sonya23,GOES_TO,452,62766
2094,GIVES,2094e#edward34,62767
christopher23,FOLLOWS,vstein,62768
april27,GETS,1235e#april27,62769
margaretyang,GOES_TO,731,62770
rachelcastro,GETS,2443e#rachelcastro,62771
emoore,GOES_TO,1369,62772
michaelmyers,GOES_TO,691,62773
cwatson,GETS,1505e#cwatson,62774
2126,GIVES,2126e#vhenderson,62775
cmoran,GETS,1075e#cmoran,62776
kelsey95,FOLLOWS,derekhernandez,62777
1182,GIVES,1182e#fosterjohn,62778
2076,GIVES,2076e#kathrynboyd,62779
melissa62,FOLLOWS,williamsandrew,62780
uhill,FOLLOWS,gregoryhoward,62781
annettepeterson,GOES_TO,1647,62782
robin34,GETS,2751e#robin34,62783
joseph95,PRESENTS,581,62784
watsonbrenda,GOES_TO,2883,62785
2640,GIVES,2640e#dannywilliams,62786
briana64,GETS,788e#briana64,62787
gabrielpetersen,GETS,2343e#gabrielpetersen,62788
josephpearson,GETS,2155e#josephpearson,62789
139,GIVES,139e#christianjones,62790
mariomccarty,HOSTS,2147,62791
1865,GIVES,1865e#kevinyoung,62792
angelasoto,GOES_TO,569,62793
jamesmiller,GOES_TO,548,62794
jennifersexton,FOLLOWS,saraprice,62795
knightsamuel,GOES_TO,545,62796
evanbuckley,GETS,95e#evanbuckley,62797
milleramber,FOLLOWS,jjordan,62798
csmith,GETS,433e#csmith,62799
robert45,GETS,896e#robert45,62800
375,GIVES,375e#ruth05,62801
1178,GIVES,1178e#hoovervictoria,62802
abbottshannon,GOES_TO,2128,62803
layers,GETS,52e#layers,62804
bvincent,GETS,2155e#bvincent,62805
steven08,GETS,2860e#steven08,62806
david73,GOES_TO,2637,62807
justinhogan,GETS,2919e#justinhogan,62808
shawn05,GOES_TO,1854,62809
fordlisa,FOLLOWS,saraprice,62810
1314,IN_TYPE,Workshop,62811
christophersparks,GETS,1465e#christophersparks,62812
laratina,GETS,2847e#laratina,62813
wmoore,GETS,298e#wmoore,62814
1077,GIVES,1077e#tferguson,62815
joshuamiller,GETS,2589e#joshuamiller,62816
christianveronica,GETS,564e#christianveronica,62817
claireperez,GETS,2039e#claireperez,62818
15,GIVES,15e#jenniferweber,62819
garcianathan,GETS,2212e#garcianathan,62820
gtaylor,GOES_TO,2136,62821
ayalamichelle,GETS,2392e#ayalamichelle,62822
722,GIVES,722e#cindy59,62823
russellrojas,FOLLOWS,andre59,62824
lanejoshua,GETS,205e#lanejoshua,62825
2644,GIVES,2644e#michelle61,62826
wendy19,GOES_TO,943,62827
leonmichael,GOES_TO,1486,62828
daniellehowell,GETS,2683e#daniellehowell,62829
matthewcarter,FOLLOWS,williamsandrew,62830
lopezjessica,GETS,344e#lopezjessica,62831
erin47,GOES_TO,485,62832
millermary,GOES_TO,1312,62833
paula46,FOLLOWS,christopher50,62834
edward86,GETS,2666e#edward86,62835
2917,GIVES,2917e#gtaylor,62836
1147,GIVES,1147e#duane86,62837
kjohnson,GETS,1084e#kjohnson,62838
allen91,GETS,2060e#allen91,62839
michaellloyd,GETS,669e#michaellloyd,62840
patriciacrawford,GOES_TO,828,62841
nlynch,GOES_TO,1160,62842
besparza,GOES_TO,2013,62843
1579,IN_TYPE,Debate,62844
fishermichael,FOLLOWS,millerrachel,62845
qcharles,GOES_TO,1756,62846
melissa81,GETS,114e#melissa81,62847
joneschristopher,GOES_TO,2602,62848
jfisher,GETS,2990e#jfisher,62849
801,GIVES,801e#davistheodore,62850
2204,GIVES,2204e#tsoto,62851
ellismichael,FOLLOWS,orodriguez,62852
troyramirez,GOES_TO,302,62853
tonya26,GETS,1683e#tonya26,62854
lisamartinez,FOLLOWS,nlee,62855
jenniferbrewer,FOLLOWS,mathewsdenise,62856
chadjohnson,GETS,2024e#chadjohnson,62857
broberts,GOES_TO,2140,62858
johnellis,GETS,1776e#johnellis,62859
43,GIVES,43e#raymond51,62860
travis78,GETS,800e#travis78,62861
2927,GIVES,2927e#salazaralexandria,62862
james58,GOES_TO,1847,62863
jacob44,GETS,1511e#jacob44,62864
gloria81,GOES_TO,1405,62865
melissadouglas,GOES_TO,1681,62866
anthony61,GOES_TO,675,62867
1121,GIVES,1121e#baileygonzalez,62868
nwalker,GETS,2291e#nwalker,62869
1477,GIVES,1477e#davidlopez,62870
anna11,GETS,583e#anna11,62871
cdiaz,GOES_TO,1685,62872
66,GIVES,66e#ayoung,62873
2059,GIVES,2059e#vclark,62874
2214,GIVES,2214e#kmartinez,62875
ryan58,GOES_TO,2286,62876
lorrainetaylor,GETS,625e#lorrainetaylor,62877
ocooper,FOLLOWS,florestroy,62878
1227,IN_TYPE,Talk,62879
nicole53,FOLLOWS,ythomas,62880
marquezshannon,GOES_TO,588,62881
christopher37,GETS,2970e#christopher37,62882
jasonmontgomery,GOES_TO,2672,62883
kaylasmith,GETS,2513e#kaylasmith,62884
2643,GIVES,2643e#teresapalmer,62885
1188,IN_TYPE,Debate,62886
623,IN_TYPE,Workshop,62887
2989,GIVES,2989e#bellelizabeth,62888
1450,GIVES,1450e#vanessadeleon,62889
130,GIVES,130e#johnsonrichard,62890
aaguilar,PRESENTS,182,62891
2814,GIVES,2814e#whiterobert,62892
sweeneydustin,GOES_TO,1434,62893
2237,GIVES,2237e#daviscrystal,62894
sarahchen,FOLLOWS,ehopkins,62895
kathy10,GOES_TO,1010,62896
franklinrobert,GOES_TO,2240,62897
amanda02,GETS,1569e#amanda02,62898
mhuang,FOLLOWS,carolynsmith,62899
sara31,GOES_TO,642,62900
2584q2,ASKED_IN,2584,62901
dominique32,GOES_TO,2963,62902
334,GIVES,334e#ksavage,62903
93,GIVES,93e#bruce76,62904
catherinenash,FOLLOWS,debra95,62905
valeriebates,GETS,2652e#valeriebates,62906
dannymoyer,GETS,2729e#dannymoyer,62907
1505,GIVES,1505e#derrick38,62908
brandongonzalez,FOLLOWS,johnfisher,62909
548,GIVES,548e#harrismark,62910
1963,GIVES,1963e#benjamin34,62911
watsonbrenda,FOLLOWS,jonesmaria,62912
landerson,GOES_TO,1694,62913
williamschristina,GETS,1697e#williamschristina,62914
randallwilson,GOES_TO,1827,62915
christyperry,PRESENTS,47,62916
2099,GIVES,2099e#nancy11,62917
sullivankimberly,GOES_TO,994,62918
jessicastevenson,FOLLOWS,nsanders,62919
huntnicole,GOES_TO,2224,62920
2501,GIVES,2501e#chasesmith,62921
manningjoshua,GETS,2565e#manningjoshua,62922
776,GIVES,776e#matthewlee,62923
michelle09,GOES_TO,1481,62924
470,GIVES,470e#websterronald,62925
kcunningham,GETS,2468e#kcunningham,62926
xcollier,GETS,25e#xcollier,62927
2637,GIVES,2637e#kgonzalez,62928
1099,GIVES,1099e#johnsonkevin,62929
melinda70,PRESENTS,2104,62930
kimberly02,GETS,2612e#kimberly02,62931
474,GIVES,474e#danny05,62932
andreasharp,PRESENTS,2316,62933
jasonhaynes,PRESENTS,1863,62934
1696,GIVES,1696e#idavis,62935
995,GIVES,995e#john80,62936
felicia77,GETS,794e#felicia77,62937
2828,GIVES,2828e#maliksmall,62938
twood,GETS,1244e#twood,62939
2660,GIVES,2660e#lawrencethomas,62940
qbrooks,GETS,1989e#qbrooks,62941
sonya38,GETS,2727e#sonya38,62942
1588,GIVES,1588e#gregory58,62943
margaretmason,GOES_TO,1688,62944
brooksmelinda,GOES_TO,1273,62945
nbrown,PRESENTS,733,62946
cramirez,GOES_TO,1531,62947
1261,GIVES,1261e#hessthomas,62948
2893,GIVES,2893e#mooreashley,62949
375,GIVES,375e#xmyers,62950
williamforbes,GOES_TO,1539,62951
karen36,GETS,1897e#karen36,62952
deanna41,GOES_TO,626,62953
1707,GIVES,1707e#karen36,62954
2506,GIVES,2506e#ajones,62955
traviswest,GETS,1900e#traviswest,62956
odavis,FOLLOWS,lisajefferson,62957
560,GIVES,560e#jwilliams,62958
stephanielevy,GETS,2502e#stephanielevy,62959
888,GIVES,888e#tina09,62960
1277q3,ASKED_IN,1277,62961
mcdowellholly,GOES_TO,2854,62962
collinsjacob,GOES_TO,2612,62963
hayesashley,FOLLOWS,curtisjustin,62964
1416,GIVES,1416e#judymora,62965
montoyabryce,GOES_TO,2485,62966
2597,GIVES,2597e#cindy96,62967
gutierrezkayla,GETS,1298e#gutierrezkayla,62968
curtismartinez,GOES_TO,629,62969
799,GIVES,799e#kelly04,62970
lwoods,PRESENTS,2359,62971
haynespatricia,GOES_TO,2864,62972
jjones,PRESENTS,1349,62973
522,GIVES,522e#michelleanderson,62974
courtneycampbell,GOES_TO,524,62975
jenniferolson,PRESENTS,2235,62976
xsimpson,GOES_TO,559,62977
navarrotimothy,FOLLOWS,brandimoore,62978
miranda15,GETS,2678e#miranda15,62979
pwang,GOES_TO,1465,62980
1121,GIVES,1121e#bbranch,62981
loretta80,FOLLOWS,kelly76,62982
lhart,GETS,1553e#lhart,62983
594,GIVES,594e#zfigueroa,62984
devinford,PRESENTS,2031,62985
2322,GIVES,2322e#morseanthony,62986
mscott,GETS,2365e#mscott,62987
christianavila,GETS,2257e#christianavila,62988
fdavis,GOES_TO,284,62989
newmanjose,GOES_TO,319,62990
adamcrosby,GOES_TO,1834,62991
1032,GIVES,1032e#nhill,62992
carrsonya,GETS,656e#carrsonya,62993
1511,GIVES,1511e#tthompson,62994
2054,GIVES,2054e#mark42,62995
2042,GIVES,2042e#clarkjoanne,62996
stephaniegarcia,GOES_TO,469,62997
zrichardson,GETS,277e#zrichardson,62998
2456,GIVES,2456e#berryrachael,62999
patrick12,GETS,235e#patrick12,63000
